stcode,ntcode,size,name,reachable,errors,errorlist,time1,time2,time3
1100101,1500901,50,1100101-1500901-True-False-1610386243.331166,True,False,[],0.000496864,0.002151012,0.000483990
1100011,8100086,50,1100011-8100086-True-False-1610386243.349344,True,False,[],0.000574112,0.002733946,0.000477076
1011100,1015100,50,1011100-1015100-True-False-1610386243.414455,True,False,[],0.007742882,0.041389227,0.001326084
1011010,3041010,50,1011010-3041010-True-False-1610386259.368355,True,False,[],0.004529953,0.027882814,15.872008324
1011001,9011008,50,1011001-9011008-True-False-1610386259.441612,True,False,[],0.000677824,0.003356934,0.042222023
1010110,1010110,50,1010110-1010110-True-False-1610386265.903967,True,False,[],0.011333227,0.009362936,6.411998987
1010101,4030109,50,1010101-4030109-True-False-1610386266.0057669,True,False,[],0.003310204,0.040454865,0.000226974
1010011,5010028,50,1010011-5010028-True-False-1610386266.018477,True,False,[],0.000588894,0.002466202,0.000216246
1001110,1006570,50,1001110-1006570-True-False-1610386266.067884,True,False,[],0.003931999,0.036414862,0.000174999
1001101,1003405,50,1001101-1003405-True-False-1610386266.135079,True,False,[],0.002110958,0.020802259,0.000257015
1001011,1002093,50,1001011-1002093-True-False-1610386266.219794,True,False,[],0.004001141,0.058704853,0.000769138
1000111,1000719,50,1000111-1000719-True-False-1610386266.263996,True,False,[],0.002448082,0.028079033,0.002778769
1110000,1190000,50,1110000-1190000-True-True-1610386273.009973,True,True,['Reachability believed but took longer than 30'],0.000475883,0.004981041,30.134605885
0101000,0105000,50,0101000-0105000-True-True-1610386273.020709,True,True,['Reachability believed but took longer than 30'],0.005156994,0.032595158,30.104216099
1001000,6001000,50,1001000-6001000-True-True-1610386273.023309,True,True,['Reachability believed but took longer than 30'],0.001205921,0.012031078,30.101699829
0100100,0500100,50,0100100-0500100-True-False-1610386273.03916,True,False,[],0.000882864,0.007028103,0.001553774
1000100,9000700,50,1000100-9000700-True-False-1610386273.045147,True,False,[],0.002473116,0.012245178,0.000284910
1000010,1000010,50,1000010-1000010-False-False-1610386273.0538151,False,False,[],0.000524044,0.000716925,-1
0101010,0101010,50,0101010-0101010-True-True-1610386273.119777,True,True,['Reachability believed but took longer than 30'],0.005015135,0.012663126,30.082150221
1101000,1201000,50,1101000-1201000-True-False-1610386273.168343,True,False,[],0.000204086,0.000925064,0.149392128
1100100,1100100,50,1100100-1100100-True-False-1610386273.185119,True,False,[],0.000148058,0.006161690,0.000182867
1011000,1081000,50,1011000-1081000-True-True-1610386273.178913,True,True,['Reachability believed but took longer than 30'],0.010174751,0.100250006,30.133891821
1100010,1200010,50,1100010-1200010-True-False-1610386273.216117,True,False,[],0.000136137,0.028192997,0.000756979
1010100,7010900,50,1010100-7010900-True-False-1610386273.236751,True,False,[],0.002294064,0.012360811,0.000117064
0111010,0111020,50,0111010-0111020-True-False-1610386273.245575,True,False,[],0.000845909,0.007587910,0.089047909
0111001,0911008,50,0111001-0911008-True-False-1610386273.281791,True,False,[],0.000768900,0.003458977,0.006608009
0110110,0110110,50,0110110-0110110-False-False-1610386273.2861829,False,False,[],0.000350952,0.001260996,-1
0110101,0160104,50,0110101-0160104-True-False-1610386273.303777,True,False,[],0.001799107,0.012010098,0.000216246
0001101,0001102,50,0001101-0001102-True-True-1610386273.321868,True,True,['Reachability believed but took longer than 30'],0.001418114,0.008594990,30.104254007
0010011,0050017,50,0010011-0050017-True-True-1610386273.3398972,True,True,['Reachability believed but took longer than 30'],0.009564161,0.069317102,30.206840992
0100111,0100174,50,0100111-0100174-True-False-1610386273.36747,True,False,[],0.046772003,0.076254845,0.005628824
0110011,0190091,50,0110011-0190091-True-False-1610386273.405174,True,False,[],0.034040928,0.260334253,0.027165890
0101110,0408110,50,0101110-0408110-True-False-1610386273.437632,True,False,[],0.001497030,0.003852844,0.000874996
